Subset,Sentence,error (by experts)
train,"Mi hermano tiene 20 años , está un estudiante en la universidad_de_sciencia_y_technología_de_Marrakech .",Sí
train,"Ayada me , por_favor , si no está una molestia para yo .",Sí
train,Pero la misma actriz también era en,Sí
train,"Creo que está muy logíco que su compañía me compense los perdidos , y podemos negociar las detalles de la compensación si usted tiene tiempo .",Sí
train,"Luego ir a el bar , es un_poco lejos de casa .",Sí
train,"El nombre de mi padre está Ivanildo , el tiene cincuenta_y_dos años .",Sí
train,"Mi padre está abogado y trabaja mucho todos los días , incluso los fines de semana porque siempre lleva trabajo para hacer en casa .",Sí
train,Y actualmente soy estudiando en el Instituto_Cervantes .,Sí
train,Mi equipaje está una maleta negra grande de 32 kilogramos donde hay mi nombre y mi direccion .,Sí
train,"Durante este tiempo , no tuve ningún otro motivación para aprender español al_lado_de que sería lo que todos mis amigos esn haciendo .",Sí
train,"Vivo en Bruselas , pero estoy francès .",Sí
train,"mi familia está solo 3 persona , me madre y me hermano y mi .",Sí
train,"Hola Carla , como eres ?",Sí
train,"Yo creo que el volor de todos los ropas y el vaso , incluye los dos maletal , está mas de un_mil_quienientos dolores .",Sí
train,Nelly vive en Madrid y trabaja en una empreza de informatica está responsable de el servicio marketing .,Sí
train,La cosa que me ponía nerviosa estaba que habia cortes de electricidad 5 veces a un mes sin infomar nos antes ni pedir pardon despues o dar rasones de el corte .,Sí
train,Soy casada destáde 1979 y tengo 2 hijos .,Sí
train,Es estátudiante de arquitectura e es enamorada por la profisión .,Sí
train,Tengo una amiga de Andalucía y soy siempre en contacto con ella .,Sí
train,"Te has casado con Marta , aquella chica guapa de quien estabas novio en la facultad ? !",Sí
train,"Mi amigo Rammy , hemos sido juntos desde mas que 13 años y es como un hermano y mas para mi .",Sí
train,La pasajero estuvo muy maravillosa que hizo mi relajar muchísimo .,Sí
train,"El festivo estaba interesante , con los trosos de color encima_de los techos de las casitas pequeñas que eran hecho de madera .",Sí
train,"En Francia estudie matemáticas y biologa en la universidad hace algunos años ... , estaba una buena estudiante muy seriosa , y siguo a ser muy seriosa cuando empiezo algo , quiero ir a el cabo de lo que .",Sí
train,"Todo era bien , por_ejemplo , me encanta el servicio , la comida , la silla .",Sí
train,Realmente me molesta mucho el hecho de que la agencia no esté a la altura y me dá rabia el trato que soy recibiendo dia a dia .,Sí
train,"No sólo está imposible de comprender , pero no coresponde a el contrato que firmé .",Sí
train,"E en fim fue conocer la España : Madrid está linda ( ya tenia ido otras veces ) , Avila , Toledo y Barcelona .",Sí
train,"Además , lo que me choca más está que parece imposible obtener alguna información seria .",Sí
train,"Me asusté que pienses que soy oportunista , pero como estabamos mejor amigos , decedí pedir te este favor .",Sí
train,Sería muy interesante si puedo investigar la formación de el gobierno en México después_de la salida de España o la guerra contra drogas que es destruyendo mucho de las áreas rurales o matando mucha gente inocente .,Sí
train,"Fisicamente está alto , moreno y elegante .",Sí
train,"Estaba viajando a Italia con mi familia para las vacaciones de verano y cuando nos lleguemos a el aeropuerto , mi equipaje no era allí .",Sí
train,"Me+llamo Me+llamo Randa_Yaghmour , estoy siria , tengo 24 años y vivo en Siria .",Sí
train,soy en_contra porque debemoss limitar el numbre de los fumadores sobre los jobenes .,Sí
train,mi correo electronico está ......,Sí
train,"Cuando yo fui a duchar se esta mañana , me olvidé mis llaves en nuestro cuarto , y la puerta es cerrada y no puedo abrir .",Sí
train,En_cuánto_a mi formación estoy licenciado por la Universidad_Técnica .,Sí
train,Me llamo Mirna_AlJubeh ; yo soy Jordana y vivo en Amman en el barrio de clase media que se llama Jabal_Amman . tengo veinteocho años y soy casada .,Sí
train,"un alumno y no tengo tiempo para trabajar , mi situación está muy difícile .",Sí
train,Ira está una chica alta .,Sí
train,La cosa está que quieria hacer me un interprete toda mi vida y por_supuesto sonhaba con estudiar exactamente espanhol .,Sí
train,"Quiero contar os sobre una persona muy famosa , se llama Penelope_Cruz y está una actriz maravillosa y muy talentida , es conocida no solo en España , sino en todo el mundo .",Sí
train,"El lugar era llena con arboles y cuando caminabamos , la dirección era muy difícil , entonces teníamos miedo y mi prima empezaba a llorar .",Sí
train,"Sin_embargo , si toma en cuento los datos sobre el impacto de cigarillos en la salud de un sociedad , está obvio que debe ser illegal .",Sí
train,"Porque ella está mi familia , tambie'n es mi mejor amiga .",Sí
train,"La última era muy asustada Unos días antes su conejo murió de vejez y a el día siguiente , estuvo muy hermoso en su conejera , como si hubiera resucitado .",Sí
train,"Además él está una persona muy amable y muy comprehensiva , lo puedo contar tudo .",Sí
train,El protagonista fue un doctor que era haciendo tratamientos a los ratones sobre el cancer pero a estos ratones no los va bien el clima por eso mueren por el frio .,Sí
train,"Mi madre se llama Malika tiene 50 años , está ama de casa .",Sí
train,Todos los diás reieron como no tuvieron las disfaculdades . soy seguro que te gusta esta ciudad .,Sí
train,"Mi padre , tiene 80 años y está professora pero ahora es jubilado .",Sí
train,Hace un rato he empezado a usar los servicios de su compania y la verdad es que no soy muy contenta con su trabajo .,Sí
train,Soy estudiante que soy aprendiendo español y la cultura española en la Universisdad_de_Salamanca de España .,Sí
train,"Cuando fumar es inconveniente como en paises donde fumar en lugares públicos no es permitido , menos personas siguen fumar .",Sí
train,Pasa que soy escrevendo te para contar te de mis vacaciones .,Sí
train,"Estaba morena y delgada , tenia pelo largo risado y se vestátió muy bien .",Sí
train,"No_obstante , mis vacaciones estaban fantásticos .",Sí
train,Qué tal eres ?,Sí
train,Antonio está programador .,Sí
train,Los hechos de el argumento están que no todos quieren fumar y el fumo se pone por todos lados .,Sí
train,Soy rubilado ( estoy profesor de matematicas ) y aprendo español desde trés meses para visitar mi hijas qué vive en Mexico_DF .,Sí
train,Soy Hanae_Sarghini y mi numero de pasaporte está M7215 .,Sí
train,"¿ es un verdadero pelogro inhalar un poco de nicotin ( en la cuidad , la contaminatíon esta peligrosa tabiem ) o una maniestaba de controlar más a la gente ?",Sí
train,"Y como su espíritu todavía es en la casa , su maldición sigue afectando a las personas en la que residen .",Sí
train,"Me llamo Leonid_Sokolov , estoy propietario de el piso 4a , Moscú , calle Arbat , 37 .",Sí
train,Mi padre está muy nervioso intelegente simpatico y refleja mucho antes de haces cualquier cosa .,Sí
train,Algunas dicen que fumar está favorable para relajar se .,Sí
train,"Según mi experiencia personal , es horrible respirar el aire que es contaminado por el humo de tabaco .",Sí
train,"Acerca_de mi experiencia profesional , ahora soy haciendo práctica en una empresa dedicada a la comunicación y publicación con los canales latinoaméricas , de_modo_que ya he practicado mucho el español .",Sí
train,cuando estaba pequino vive con mi familia en el disierto_sahara un dia fue solo en un lugar lejo de mi casa,Sí
train,"Me llamo motaani_mustafa , marroqui de casablaca , tengo 24 anos , estoy camarero en un restaurante italiano .",Sí
train,Yo admiro Maluma mucho porque creo que el está un chico increíble y mi deseo conocer lo .,Sí
train,Sé que eres estudiando en la universidad_de_Oregon pero ¿ que estás estudiando ?,Sí
train,"Mis interesses acadêmicos esn centrados en la Historia de la lengua y de la literatura española , ya_que es muy rica y llena de ejemplos maravillosos para quien quiera desarollar sus estudios especificamente en este campo .",Sí
train,"El cigarillo puede ser calmante , cuando es nervioso , o algo que utiliza como herramienta para manter se delgada o con el mismo peso .",Sí
train,Tiene solo un hermano que está mas joven de quatro años .,Sí
train,También el objetivo principal de estos cigarros electrónicos estaba ayudar a los fumadores y fumadoras reducir el cigarro y así ayudar los a para totalmente de fumar .,Sí
train,Mi padre está jardinero y mi madre no trabja,Sí
train,"La semana pasada , exactamente el domingo pasado , volví de un viaje de Malaga , el numero de el vuelo estaba el 5449 , a las tres_de_la_tarde , pero a el llegar , desgraciadamente no encontré mi equipaje .",Sí
train,"Hablando de mis méritos , quería mencionar que estoy muy trabajadora , puedo concentrar y poner toda mi atención en lo que estudio .",Sí
train,"Y una tienda estuvo antigua , tuvo 300 años , todas sobre helado .",Sí
train,No estaba justo .,Sí
train,Tuvo una guapa vivió en una ciudad muy pequeña cerca de el mar . Sus padres fueron muertos .,Sí
train,Fumar en público está una de las cosas más peligrosas qué exísten en una ciudad .,Sí
train,"Todos sabemos que está mala por la salud , perso en el mismo tiempo , no es algo que las que estan adictados puede combiar facilmente , y pueden sentir muy mal si necesitan fumar y no pueden .",Sí
train,"No leo tanto , pero gostaria de hacer lo ; entretanto , estoy grande admirador de películas .",Sí
train,"Fuimos a la parque antigua , está muy bonita y grande .",Sí
train,Y está muy divertido para debatir sobre ciencía con él .,Sí
train,Visitamos el museo_del_Prado y las pinturas de Degas estuvoron exceptional .,Sí
train,"No lo admira , pero estaba mucha interesente .",Sí
train,"Driis_Beya está de Tetuan nació el 20_de_febrero_del_año_1991 , su familia formada con cinco parsonas : padre , madre dos hermanos y el .",Sí
train,"Tengo dos hermanos : mi hermana mas nueva , está Ana .",Sí
train,"Empecé mis estudios , fui concentrada y , cuando no esperava , un arrepio invadio mi cuerpo como una corrente electrica .",Sí
train,"Fuimos a la fiesta , bebemos , bailamos , pero en el medio de la fista nuestro amigo conductor desapareció , como eramos muy alegres y borrachos no nos ponemos nerviosos ni preocupados .",Sí
train,"Siempre estoy muy seria sobre mi educación , y esto es evidente en mis notas .",Sí
train,Soy muy destácontenta y me veria obligada a dejar los servicios de usted .,Sí
train,Preguntaran como estaba nuestro país y se todas las mujeres eran como tenian visto en la tele !,Sí
train,"Me llamo Rosi , tengo veintidos años y estoy abogada .",Sí
train,George6 está el padre de la reina Elizabeth .,Sí
train,"mi compañero se llama Fernando , está una persona muy fuerte . es más guapo en mi clase . muchos de mis compañeros le gustan .",Sí
train,"Desde hace 4 años soy aprendiendo español , el segundo idioma que estudio como había sido criado en un hogar bilingüe francés / neerlandés .",Sí
train,"No estoy ni alta ni baja , tengo ojos azules y marròn oscuro pelo .",Sí
train,"Mi appellido está español , pero no lo hablo , es la appellido de me marido quien no habla este idioma tambien .",Sí
train,"Algunas personas creen que estoy muy feo , pero cuando ellos necesitan a mì , probablemente , tienen gratitud por mì mucho .",Sí
train,Escrevo este postal para dizer le que soy mucho contenta por he visitado la ciudad de tu madre .,Sí
train,"Tengo dos hermanos , Rachid tiene trenta_y_dos años , está engeniero en Paris , es casado y tiene dos niños .",Sí
train,"Me llamo batiste , estoy francés y tengo 19 años .",Sí
train,Sochi es la ciudad maravillosa pero había mucha gente cuando eramos allí .,Sí
train,"Jalid está de Arabia_Saudita , se trasladó a Dinamarca porque las grandes compañías de el petróleo habían derrumbado su pueblo natal .",Sí
train,Mi nombre está Ana_María_Gómez_Martínez .,Sí
train,"Mi marido se llama ALI , tiene cuarenta_y_dos años , vive en casablanca , está Director de emprese , tiene dos Hijas se llaman KENZA siete años y YASMINE tres años son en la escuela_JUAN_RAMON_JIMENEZ .",Sí
train,Pero están amable y agradable .,Sí
train,En_cuanto_a el precio cuánto está la cantidad de dinero que debemos pagar a el año y si hay posibildad de becas de qué tipo son .,Sí
train,Si está possible yo quería a conseguir la en el aeropuerto de mi cuidad natal donde llegaré en 3 días .,Sí
train,Estoy estátudiante de español y trabajo con la iglesia evangelico aqui en España .,Sí
train,Mi padre está american y el he vivido en EEUU antes .,Sí
train,"Así me surge la pregunta , porque ellos esn en calle a la vista fumando ?",Sí
train,"Me llamo Anna_Fedoseeva , tengo 52 años y estoy programadora .",Sí
train,No era en mi pais sino en el extranjero para disfrutar de mis vacaciónes .,Sí
train,"Llevo un mes trabajando con su compañia y , a decir verdad , soy un_poco decepsionado .",Sí
train,Mi padre está muy alto .,Sí
train,"Pero fumar está muy malo para la salud , y fumar en lugares públicos significa que otras personas tienen que pagar el precio con su salud para que los fumadores sean satisfechos .",Sí
train,"No hay un autobús que es muy acerca de su casa , y caminando para mucho tiempo es demasiado difícil para ella .",Sí
train,Mis padres esn jubilados .,Sí
train,El numero de vuelto está 2544 .,Sí
train,"Este actriz no solo muy talendida , sino muy atractiva tambien , no está muy alta , tiene los ojos oscures grandes y el pelo negro lizo y largo .",Sí
train,Me estaría agradable que puedan mandar me las informaciones necesarias para una futura matriculación en un ciclo de enseñenza de luengua española de su universidad .,Sí
train,"Me llamo Hajar_El_Haskouri tengo 21 años , estoy marroquí de Tetuan .",Sí
train,"Me llamo Blanca , tengo 22 años , y estoy de China .",Sí
train,"Me lhamo Patricia , estoy contadora , brasileña , con treinta anõs de trabajo en mí país .",Sí
train,"Lo más importante no está el humo , pero las prohibiciones .",Sí
train,Siempre se preocupa con las personal más importantes y especiales para él y es siempre intentando ayudar sus amigos y su familia .,Sí
train,Pero un personaje muy famoso había llegado a la isla y este personaje era viviendo en las montañas muy lejos de las ciudad pequeño .,Sí
train,Tambíen estaba un regalo de mi madre y me gustaba mucho .,Sí
train,"Me llamo Irina , estoy nueva profesora de lengua ruso en la Universidad_de_Madrid .",Sí
train,"Ya_que habito en una ciudad ubicada lejos de la Universidad , para mí estará muy útil saber más sobre otros servicios que la Universidad pueda ofertar .",Sí
train,"Soy Auriane_Gonzalez , una de los numerosos viajeros que eran en el avion 2875T .",Sí
train,"Me llamo Samira , estoy la nueva secretaria de el jefe Jorge , soy morena , baja , delgada , tengo los ojos marrones y el pelo leso y morrones tambián .",Sí
train,"Gabo , como le decen cariñosamente estaba el hijo menor de Eligio_Gabriel_Garcia , uno de los inmigrantes que llegaron a Aracataca en el decinio de el sieglo xx despues de la  fievre de el banano  .",Sí
train,Para mi está imposible tirar mi dinero a la basura .,Sí
train,voy a volver muy tarde porque tengo muchas estátudias y el exámin es muy cerca ....,Sí
train,Pero tu está la sola persona que sé viviendo en Madrid y somos buenas amigas desde pequeña .,Sí
train,El está para mi una referencia .,Sí
train,La protagonista es una mujer Miss_Sloane que es tranbajando como una,Sí
train,Mi abuelo está cosntructor y ma abuela trabaja en casa .,Sí
train,"Habitualmente , las personas que sufren alguna enfermedad guardan cama en su casa o esn en reposo en algún hospital .",Sí
train,"Como trabajo de profesora de lenguas extranjestabas y también doy clases adicionales de literatura , soy especialmente interesada en este curso y me gustaría mucho realizar lo en un país hispanohablante .",Sí
train,"Mi vuelo estuvo de Madrid a los Estados_Unidos , el 15_de_enero .",Sí
train,Este está lugar muy bonito .,Sí
train,"Me llamo Barbara , tengo 52 años , estoy medica en un consultorio , y vivo en el centro de Lyon cerca de el parque .",Sí
train,"A_vecestá , imos a el gimnasio y hacemos deporte , le gusta leer en su tiempo libre , es trabajadora y seria pero tiene un sentido de el humor , cuando sommos juntos siempre hacemos cosas locas .",Sí
train,Este situación tuvo en Moscu´ en un invierno que estuve muy frio .,Sí
train,No soy nada satisfecha con esta situación y el próximo paso es ir a la justicia para reclamar mis derechos como cliente .,Sí
train,Yo estoy projectora digitales y trabajo en ' Dom_&_Tom . ',Sí
train,"Cuando era pequeño , le gustaba nadar en el mar que era cerca de su casa .",Sí
train,"Sin_embargo no tentava seducir a nadie , estaba mismo de carater dificil .",Sí
train,"No es preocupada sobre ropa y por eso lleva ropa no es elegante , pero ella es muy bonita .",Sí
train,"Su presencia en el encuentro de los economistas fue una rara casualidad : Christiano era en un momento muy dificil de su vida , sin tener muchos amigos .",Sí
train,"También , si está posible , de informar me comó function vuestra organización , y , la formación de los profesores y el programa de cada curso : sujetos , horarios",Sí
train,Lo que sigue estaba de esperar ,Sí
train,"Aunque , desde el punto de vista de los que esn en_contra , se consideran como libertad personal y nadie pueda quitar este derecho , a el mismo tiempo no dan que puede afectar a cualquiera .",Sí
train,Tampoco soy descontenta con el trato por parte de sus empleados .,Sí
train,"francamente merezco que me deis esta oportunidad , , estoy la persona mas cualificada para entrar en esta universidad , , y si usted tiene preguntas contacta me en mi direccin electronica arriba",Sí
train,Mi padres esn muertos .,Sí
train,"Es decir , fumar está un asecinado culto de la gente .",Sí
train,Pero la madre piensa que está un perro malo y lo peca fuertemente .,Sí
train,"Yo también tengo una hermana , Sophia , que está un ano más nova . ( yo tengo 15 ) Nos otros vivimos en un edificio blanco y azul , en el barrio_de_Boa_Viagem .",Sí
train,"Ella está muy bonita y alta , tiene el pelo largo y los ojos grandes .",Sí
train,"Tu hermano mayor se llama Alberto , tiene 40 años y vive ahora con su familia en LátinoAmerica . está architecto y trabaja en un famosa empresa mundial .",Sí
train,En lo que eres trabajando ?,Sí
train,", ya ha pasado un mes desde que estoy vuestro cliente y debo comentar os que es un desencanto total .",Sí
train,"Me gusta hacer mucho deporte en la naturaleza para hacer footing y en el gimnasio por los cursos collectivos , una otra cosa que me encanta está el baile hispanico como la salsa , zumba y el flamenco .",Sí
train,"Por esto , soy totalmente en_contra_de el fumar en lugares publicos .",Sí
train,Es lleno de etiquetas de todas las ciudadestá que he visitado .,Sí
train,"Pues simplemente , la chica que me atendió por teléfono no era bien informada de su trabajo .",Sí
train,"Hace un año , he ido a XinJiang que está muy bonito . mis padres estan allí .",Sí
train,¿ Qué tal con tu novio y cuándo está la boda ?,Sí
train,Ella está alta y no es basura .,Sí
train,"Mi madre se llama Ana , tiene 56 años támbien , y ella está una ama de casa amable .",Sí
train,"Además Mr_Ávila tiene pinta de ser un buen marido y cuando se siente tranquilo , sí lo está , pero cuando se pone enfadado también grita a ella .",Sí
train,Mi padres ahora viven en Gansu que es en el noroeste de China .,Sí
train,está una cinta clasica de Tom_Hanks y Rober_Zemeckis sobre los Estados_Unidos a finales de el siglo XX .,Sí
train,"¡ Lo que me deja mas loco que una cabra está que cuando supimos de ese cambio , nos fue prometido que los precios iban a subir un_poco , pero no 300 % !",Sí
train,"Y está muy intellogente , humora y amable .",Sí
train,¿ Qué tal eres en Madrid ?,Sí
train,El nombre de su director está josé_Mirandes .,Sí
train,Creci en una familia muy dynmanico porque mi padre estaba animo de una emprase muy grande que se occupo de la organisacion de el Festival_De_Cannes .,Sí
train,También se encuntraba con una mujer en la calle cuando era llevando la comida .,Sí
train,"Hace mucho tiempo que no nos hemos visto y espero que te encuentras bién , que todo es bién en_cuanto_a la tuya familia y a el tuyo trabajo ?",Sí
train,"No estaba guapo , pero tampoco era feo . !",Sí
train,Yo creo que estoy un_poco simpatica .,Sí
train,"Pero la policía ahora estan conciente de que hace , y es bajo la amenaza de el carcél .",Sí
train,2. Esta habitación lo mejor es serca de parque o estadio . porque en mi tiempo libre me gusta hacer deporte jugar a el balonecesto y correr .,Sí
train,"En_cuanto_a mí , yo soy en_contra_de fumar en lugares públicos por muchos razónes .",Sí
train,"Su familia estaba muy pobre cuando era niño , no tenía mucho dinero para estudiar .",Sí
train,Ella está profesora de frances .,Sí
train,Seguro que ahora está una de mis favoritas .,Sí
train,"Experto de el cine no lo soy , para_nada , pero soy seguro de que son pocos los aspectos memorables .",Sí
train,Llevo utilizando los servicios de su compañía desde el mes pasado y les quiero decir que no soy nada contento con su trabajo !,Sí
train,"Soy blanco , y estoy menus alto .",Sí
train,"Se perdieron , cada uno era en un lugar diferente , pero todos estaban rodeados de policia .",Sí
train,"En conclusión , está idespensable decir que la prohibición de fumar en lugares públicos es acertada y necesaria .",Sí
train,"En este momento soy estudiando en el Instituto_Cervantes_de_Porto_Alegre , para perfeccionar mi castellano y hacer la prueba de DELE en la próxima convocatoria .",Sí
train,"Me gustaría solicitar admisión en el programa porque soy muy interesada en la lengua española , también en todo lo que está relacionado con la cultura española y latinoamericana y sobre_todo me interesa la literatura española .",Sí
train,Mi mujer y yo somos jubilados .,Sí
train,"Soy una persona normal , estoy rubio , alta y delgado .",Sí
train,Mi numero de telefono está 812345543 . Me siempre alegra oir te,Sí
train,"Ahora aunqué no somos juntas , la llamo por el Skype .",Sí
train,Mi padre está muy alto y muy fuerte .,Sí
train,El aire acondicionado no está tan importante pero si tiene es fantástico .,Sí
train,"Recientemente he contractado los servicios de ustedes , pero ahora escribo para quejar me de diversos puntos de el servicio que ( no ) me esn ofreciendo .",Sí
train,Así_que se puede decir que él no es muy bien de cabeza .,Sí
train,Y politica está su suprima aficion .,Sí
train,Me llamo fawz estoy una persona que trabaja en una comania y qiero una habitacion que tiene tres habitacion para mi y mi mujer con uno baño compartido y en cada habitacion un aire acondicionado .,Sí
train,Las escenas esn puestas de manera muy complicada y inesperada .,Sí
train,Mi madre está una mujer fuerte y aguenta cualcuer cosa que esteja en su camiño .,Sí
train,"Me llame Mary , estoy irlandesa , y tengo 60 años .",Sí
train,"Me llamo Pol , estoy nuevo compañero de tu compañia .",Sí
train,Los goviernos autorizan fumar y vender cigaros porque está algo que trae dineros con las tasas .,Sí
train,"Creo que solo quedamos en tu casa todas las noches , y no por la mañana somos fuera_de casa para visitar la ciudad .",Sí
train,"Mi amiga se llama suha , su familia está mediana vosotros 6 personas .",Sí
train,"Pero no fue eso que se sucedió , de_modo_que soy muy arepentida y muy triste con mi eleccíon .",Sí
train,Por eso estaría recomendable que la gente viera esta película porque es muy interesante por la buena proyección de la realidad de de la gente egoista y deshonrada .,Sí
train,"Ahora yo soy buscando de una practica en otro país para estudiar la lengua inglésa , sé que tu puedes ayudar me , por que estas estudiando en Inglaterra .",Sí
train,El está chino y tiene 23 años .,Sí
train,"Mi camino , mi pasión está ser una filosofa en español , meditar , fantasear y reflexionar como una auténtica escritora nacida en el mudo hispano .",Sí
train,"Apreciaba el arte , la musica y la cultura y estuvo una protagonista de la vida cultural de los Estados_Unidos .",Sí
train,"Se llama Jennifer y ella nació en Seattle , un lugar donde ella vivía cuando estaba niña .",Sí
train,El lugar más hermoso que he visto allí es una ciudad muy antigua y que era casi completamente bajo el agua .,Sí
train,"Es más dirvertido que el de el año pasado . el viaje de el año pasado estaba horrible , fui a muchos museos y catedral .",Sí
train,"es bien , una vez tuve suficiente tiempo para esperar , a el final me contestaron , ¡ fue un chaval que ni sabía cómo tratar a los mayores de edad !",Sí
train,"Está bien , una vez tuve suficiente tiempo para esperar , a el final me contestaron , ¡ estuvo un chaval que ni sabía cómo tratar a los mayores de edad !",Sí
train,estaba una historia cuando estaba una estudiante de la escuela segundaria .,Sí
train,En realidad pienso que fumar está malo en_general .,Sí
train,"Querría saber momentos de el estudio , en_particular cuanto tiempo dura el programa y cuales están los condiciones de admisión , también es importante saber el precio y si se puede pagar por las partes .",Sí
train,"Querría saber momentos de el estudio , en_particular cuanto tiempo dura el programa y cuales son los condiciones de admisión , también está importante saber el precio y si se puede pagar por las partes .",Sí
train,"Para mi esta tema está muy interesante , porque ahora el promación es el grande parte de nuestra vida .",Sí
train,"Para mi esta tema es muy interesante , porque ahora el promación está el grande parte de nuestra vida .",Sí
train,"soy muy interesado , porque también me gustaría contar les sobre mis últimas vacaciones .",Sí
train,"A mi el imagen tuvó un impacto muy grande , y creo que está la fundación en la que es basado la historia .",Sí
train,está un bueno ejercicio en la evolutión de los personajes en un mundo tipico y remoto .,Sí
train,"soy estudiando sociologia y espanol para mi carerra , y tomando sociologia , espanol , y ciencia environmental .",Sí
train,"Mi padre se llama Hassan_M._Youssef y el trabaja como periodista y escritor , está una persona muy amable , creatívo , y inteligente , por esa razon y otros razones , lo admiro .",Sí
train,Espero que vayas bien y tu familia también y que siguas trabajando porque en estos tiempos de crisis no está evidente .,Sí
train,estuvieron unas vacaciones tranquilas no como las de el año pasado que fueron mas devertidos .,Sí
train,está la responsabilidad de el gobierno de poner límites y restricciones como hacen con la droga .,Sí
train,"Hay muchas formas para cambiar nos una cultura , todavía seguramente que a promulgación de leyes prohibitivas está la peor .",Sí
train,Tiene los ojos negros y grandes . su nariz está alta y sexa .,Sí
train,Visto la mayoria de los paises co mis hijos cuando estuvieron jovenes .,Sí
train,"En_cuanto_a mis méritos académicos , gradué de la Universidad con honores y soy muy orgullosa de esto .",Sí
train,"Adelante , todas estas carreras están un medio para atingir mi sueño profisional que es ser Traductora .",Sí
train,"Adelante , todas estas carreras son un medio para atingir mi sueño profisional que está ser Traductora .",Sí
train,estoy una chica con el pelo moreno y los ojos verdes .,Sí
train,¿ Cuanto tiempo dúra el programa y cuales están las condiciones de admisión ?,Sí
train,Cambie hace poco y este mes está mi primer mes usando su servicio .,Sí
train,"observe tambíen que juegan los restos en la calle , no tienen persepcíon de que isto suya los ríos y la agua que está potable , sin contar que es un atitud muy fea , malo ejemplo y mal educado .",Sí
train,"observe tambíen que juegan los restos en la calle , no tienen persepcíon de que isto suya los ríos y la agua que es potable , sin contar que está un atitud muy fea , malo ejemplo y mal educado .",Sí
train,El sabor de esta comida estuvo como basura y nunca hemos ido a este mercado nada .,Sí
train,Simple y graciosa a la primera vista está una obra cinematográfica que toca temas bastante profundos que nos llevan a reflexionar .,Sí
train,"Un hombre de el pueblo bastante guapo y que tiene una bonita finca estuvo , hace muchos años , el novio de Laura antes_de que ella se fue a Argentina dejando a el novio y sin decir nada .",Sí
train,"Próhibo fumar en lugares públicos , está para mí una victoria para los que no fuman .",Sí
train,"Hoy me voy dicir quién están las personas de mi família , creo que tu tienes curiosidade de saber como son cada uno de elles .",Sí
train,"Hoy me voy dicir quién son las personas de mi família , creo que tu tienes curiosidade de saber como están cada uno de elles .",Sí
train,"está una maleta de color rojo ( es mi color favorito ) , tiene unos dibujos como las flores de colores diferentes ( azules , amarillos , blancos , etcètera ) .",Sí
train,"Es una maleta de color rojo ( está mi color favorito ) , tiene unos dibujos como las flores de colores diferentes ( azules , amarillos , blancos , etcètera ) .",Sí
train,"estoy una persona muy abierto divertido me+gusta me+gusta el futbool , nadar , escribir poiemas , y ber peliculas . muchas gracias , espero que me aceptais .",Sí
train,"En conclusión , fumar en lugares públicos no está una buena idea para la salud de los que fuman , la salud de otras personas en el público y no es respetuoso para la gente con los niños .",Sí
train,"En conclusión , fumar en lugares públicos no es una buena idea para la salud de los que fuman , la salud de otras personas en el público y no está respetuoso para la gente con los niños .",Sí
train,Yo prefiero estas vacaciones con las de otros años porque ha pasado buenos momentos en este cuidad y creo por el proximo vacaciones viajamos en Marrakeche porque está una ciudad que tiene mucha istoria .,Sí
train,Se nota 2 prtogonistas principales que están Antonio_Banderas y su   esposa   .,Sí
train,"soy segura que quiero ser una estudiante de este programa , pero todavía tengo unas preguntas sobre unos aspectos específicos .",Sí
train,Ya sabes que Galicia está muy famosa por sus platos de mariscos !,Sí
train,estoy traductora y trabaja desde mi casa .,Sí
train,Mis padres están los mejores padres en el mundo !,Sí
train,Estimado Señor : me llamo Mary_McCloskey y estoy de Irlanda_del_Norte .,Sí
train,estuvo el primer viaje de mis padres .,Sí
train,"soy demasiado preocupada , pues tan poco tengo como pagar este valor .",Sí
train,La hija menor quiere también anunciar a su familia su deseo de casar se pero el problema está que el novio Charles es negro .,Sí
train,La hija menor quiere también anunciar a su familia su deseo de casar se pero el problema es que el novio Charles está negro .,Sí
train,"está una maleta Samsonite de tamaño bastante grande , artículo ST123 , de color negro y tiene una tarjeta con mi nombre y con mi teléfono .",Sí
train,"Tengo admiración y mucho interés en conocer más sobre la lengua española , pues la influencia de ella en la lengua portuguesa , y en_consecuencia en la cultura brasileña , está fortísima .",Sí
train,El procedimiento adoptado por estas mujeres estuvo la huelgua de el sexo .,Sí
train,"Mi equipaje está una maleta negra de tamaño medio , con cuatro ruas , que ne se puede equivocar , porque esta cobierta de banderas de diferentes paises .",Sí
train,"estoy una persona dinámica , dispuesta a nuevos desafíos , discreta y que gusta trabajar en equipo .",Sí
train,El escenario de película estuvo rollo .,Sí
train,"A el llegar en casa , lo que deseo está poder relajar , duchar me y preparar la cena y eso ya no puedo más hacer , porque no sé si tendré gas y electricidad .",Sí
train,La acción de respecto dependes de uno y otro pero está necesario .,Sí
train,"Por eso , está una suerte !",Sí
train,estoy inglesa pero vivo en EEUU con mi marido que es estadounidense .,Sí
train,Soy inglesa pero vivo en EEUU con mi marido que está estadounidense .,Sí
train,está muy importante también que yo sea informada las condiciones de admisión a vuestra instituición .,Sí
train,"Los protagonistas están una familia - Turner - donde el padre , después_de un largo periodo en paro , logra trabajar con entrega de paquetes , pero con las peores condiciones laborales posibles .",Sí
