Number,Word,Sentence,Mother tongue,Level,Error (annotation by experts)
91151,a,Si es possible yo quería a conseguir la en el aeropuerto de mi cuidad natal donde llegaré en 3 días .,Ruso,B1,No
613984,trabajos,"Los fumadores , Si_bien dicen que el cigarillo es muy importante para concentrar en sus trabajos , pueda causar muchas enfermedades neuróticas y pues , causa muchos tipos de cáncer que estén incurables .",Árabe,B2,Yes
449885,gente,"Por eso , los fumadores tienen que respetar los demas y fumar en un sitio lejano de la gente es decir solos .",Árabe,B2,No
535228,pagar,En_cuanto_a el precio cuánto es la cantidad de dinero que debemos pagar a el año y si hay posibildad de becas de qué tipo son .,Árabe,B2,No
587648,sino,Nunca acuerdo a alguien a fumar en lugares publicos porque no es peligroso para el mismo sino para los que no fuman y que reciban una dosis de este mal olor,Árabe,B2,No
111153,de,"No puedo dar ninguna justificacion a la costumbre de fumar , sera de manera privada o en lugares publicos : es que cada vez los fumadores crean mas riesgos a sus salud .",Árabe,B2,No
483110,libertad,"Aunque , desde el punto de vista de los que están en_contra , se consideran como libertad personal y nadie pueda quitar este derecho , a el mismo tiempo no dan que puede afectar a cualquiera .",Árabe,B2,No
190990,las,En primer lugar estoy en_contra_de fumar en lugares públicos porque afecta la salud y menosprecia a las personas y provoca daño a las personas y actualmente el fumar es una nueva costumbre en todo el mundo .,Árabe,B2,No
452905,gustan,"soy muy coriosa y me gustan los desafios , me gusta conocer a la gente y deicuvrir cosas nuevas .",Árabe,B2,No
487690,llamo,"Me llamo Hajar_El_Haskouri tengo 21 años , soy marroquí de Tetuan .",Árabe,B2,No
447319,fumar,"Por esto , estoy totalmente en_contra_de el fumar en lugares publicos .",Árabe,B2,No
397589,derecho,Me llamo Jad_S y soy un graduado de derecho y abogado .,Árabe,B2,No
61703,",","Para mi , el problema está , en lo que hay dentro_de los cigarillos .",Árabe,B2,No
88891,a,"Donde están los responsables , los médicos ¿ Porque no hacen nada ¿ Donde esta el gobierno ¿ no ve a los adolescentes fumando ¿ no ve a la corrupción de la nueva generación .",Árabe,B2,No
156007,en,Y actualmente estoy estudiando en el Instituto_Cervantes .,Árabe,B2,No
252735,porque,estoy en_contra porque debemoss limitar el numbre de los fumadores sobre los jobenes .,Árabe,B2,No
507676,muchas,"Soy una persona muy abierto divertido me+gusta me+gusta el futbool , nadar , escribir poiemas , y ber peliculas . muchas gracias , espero que me aceptais .",Árabe,B2,No
24806,.,"Por eso , veo que su universidad es la ideal para mi .",Árabe,B2,No
458914,hacen,Es la responsabilidad de el gobierno de poner límites y restricciones como hacen con la droga .,Árabe,B2,No
276878,soy,"soy anabela_basili tengo 23 años , soy libanesa y tengo un profundo interes en las lenguas extranjeras .",Árabe,B2,No
238866,para,"francamente merezco que me deis esta oportunidad , , soy la persona mas cualificada para entrar en esta universidad , , y si usted tiene preguntas contacta me en mi direccin electronica arriba",Árabe,B2,No
343845,admision,"Quiero saber cuantos meses duro este programa , cual son las condiciones de admision a este programa .",Árabe,B2,No
316121,y,"Me+llamo Me+llamo Randa_Yaghmour , soy siria , tengo 24 años y vivo en Siria .",Árabe,B2,No
425920,español,"Mi camino , mi pasión es ser una filosofa en español , meditar , fantasear y reflexionar como una auténtica escritora nacida en el mudo hispano .",Árabe,B2,No
446173,fumadores,"Cada año unos millones de personas mueren por_causa_de el cigarillo , que sean fumadores directos o indirectos .",Árabe,B2,No
616879,tus,Estoy esperando tus respuestas querido señor .,Árabe,B2,No
503672,mientras_que,El fumador activo es la persona que fume el cigarrillo o el narguile ... mientras_que el fumador pasivo es la persona que siente cerca de un fumador .,Árabe,B2,No
557234,programa,Me interesa muchisimo este profil por eso estoy escribiendo a usted para solicitar la admision en el programa de postgrado de lengua de una universidad latinoamericana .,Árabe,B2,No
395805,decisiones,"Cada uno , su destino , sus elecciones en su vida , sus proprias decisiones y si creemos en los que nos dicen lqs religiones , todo ya está escrito .",Árabe,B2,No
128265,de,"Mientras los propietarios teman que eso afectaría de manera negativa su actividad , los países que han aplicado esta ley han demostrado que no fue el caso .",Árabe,B2,No
134542,el,"Y el tabaco es el único responsable de muchas tipos de el cáncer ,",Árabe,B2,No
267020,que,"Todos sabemos que es mala por la salud , perso en el mismo tiempo , no es algo que las que estan adictados puede combiar facilmente , y pueden sentir muy mal si necesitan fumar y no pueden .",Chino mandarín,B2,No
61969,",","Además , estoy muy curioso sobre quíen posiblemente sea mi profesor .",Chino mandarín,B2,No
463139,hayan,"Por_otro_lado , todos estos han causado que el aire de la calle hayan sido contaminado y la gente que tiene alergía se pone peor por el humo que produce cuando uno fuma .",Chino mandarín,B2,No
426242,español,Soy estudiante que estoy aprendiendo español y la cultura española en la Universisdad_de_Salamanca de España .,Chino mandarín,B2,No
437848,está,¿ Como está el medioabiente de su ciudad ?,Chino mandarín,B2,No
257581,que,"Durante este tiempo , no tuve ningún otro motivación para aprender español al_lado_de que sería lo que todos mis amigos están haciendo .",Chino mandarín,B2,No
401369,diferentes,"Últimamente el tema Fumar en lugares Públicos es muy popular entre la gente , y claro diferentes personas tienen diferentes opiniones , desde mi punto de vista , estoy tatalmente en_contra con este tema .",Chino mandarín,B2,No
369470,:,Por_ejemplo : ¿ cuándos años dura el estudio ? y cómo son los requisitos indispensables ?,Chino mandarín,B2,No
144280,el,"Según mi experiencia personal , es horrible respirar el aire que está contaminado por el humo de tabaco .",Chino mandarín,B2,No
36551,.,"Fumo secundario son especialmente horible para los bebes , los que son embarazadas y los viejos .",Chino mandarín,B2,Yes
292176,un,"Es decir , fumar es un asecinado culto de la gente .",Chino mandarín,B2,No
614527,tratando,"Pues , lo que estoy tratando de explicar es que , fumar es un decision que cada persona hacer por su mismo conscientemente .",Chino mandarín,B2,No
111704,de,"Me llamo Blanca , tengo 22 años , y soy de China .",Chino mandarín,B2,No
484409,literatura,¿ Cúales algunos ejemplos ? y ¿ Cómo es su colección de la literatura española en la biblioteca ?,Chino mandarín,B2,No
492572,lugares,"Pero fumar es muy malo para la salud , y fumar en lugares públicos significa que otras personas tienen que pagar el precio con su salud para que los fumadores sean satisfechos .",Chino mandarín,B2,Yes
547779,plan,"En conclusión , creo que la prohibida de fumar en lugares públicos es una buena idea , dicha plan es el clave de el futro para mejorar el medioambiente y la salud de lós públicos .",Chino mandarín,B2,No
516273,mí,"El tercer motivo es un ejemplo personal , para mí , tengo alergía de los cigarros .",Chino mandarín,B2,No
403769,di_cuenta,El año pasado estuve diez meses en Madrid y me di_cuenta de que mi español mejoraba mucho y muy rápido .,Chino mandarín,B2,No
463104,haya,Es mejor que haya menos enfermedades en el mundo .,Chino mandarín,B2,No
446916,fumar,Algunas dicen que fumar es favorable para relajar se .,Chino mandarín,B2,No
99500,con,"Considero que es una buena manera de aprender el idioma con diferentes acentos , también es una gran oportunidad de conocer diferentes culturas , por_lo_tanto tengo que aprovechar la .",Chino mandarín,B2,No
395384,decir,Es decir fumar en lugares publicos affecta mucho de el cuerpo de las personas .,Chino mandarín,B2,No
528754,obligado,Es como si se vieramos obligado a fumar .,Chino mandarín,B2,No
445971,fumadores,"Es decir , aunque fumar es mala para la salud , estar alrededor_de los fumadores es peor .",Chino mandarín,B2,No
8438,",","Despúes_de estudiar español por tiempo tan largo , me parece que el idioma es muy interesante .",Chino mandarín,B2,No
150401,en,Era una estudiante de intercambio en Panamá por un año entonces entiendo la vida en ámerica _latina .,Chino mandarín,B2,No
127518,de,"Soy de Pekín , China .",Chino mandarín,B2,No
393397,cursos,Estoy segura de que puedo desarrollar mis intereses con los cursos y seminarios de el programa .,Chino mandarín,B2,No
383330,comunicación,"Acerca_de mi experiencia profesional , ahora estoy haciendo práctica en una empresa dedicada a la comunicación y publicación con los canales latinoaméricas , de_modo_que ya he practicado mucho el español .",Chino mandarín,B2,No
569753,respecto,La acción de respecto dependes de uno y otro pero es necesario .,Chino mandarín,B2,No
145968,en,"De otra parte , si se van a fumar fuera , es decir en la calle , haceran ruidos y los vecinos no podran dormir ... Como decimos en Francia ,",Francés,B2,No
247362,por,Estaba porseguido por la policía en un helicóptero .,Francés,B2,Yes
392310,cuidad,"¿ es un verdadero pelogro inhalar un poco de nicotin ( en la cuidad , la contaminatíon esta peligrosa tabiem ) o una maniera de controlar más a la gente ?",Francés,B2,Yes
64380,",","De_hecho , desde hace cuatro años estoy aprendiendo español .",Francés,B2,No
177741,la,"Por todo esto , quería enfatizar lo de que mis intereses académicos son en_relación_con la literatura , mas_o_menos , de los siglos XIX y XX .",Francés,B2,No
295214,un,Me sería agradable que puedan mandar me las informaciones necesarias para una futura matriculación en un ciclo de enseñenza de luengua española de su universidad .,Francés,B2,No
73663,",","En Francia estudie matemáticas y biologa en la universidad hace algunos años ... , era una buena estudiante muy seriosa , y siguo a ser muy seriosa cuando empiezo algo , quiero ir a el cabo de lo que .",Francés,B2,No
119385,de,Creci en una familia muy dynmanico porque mi padre era animo de una emprase muy grande que se occupo de la organisacion de el Festival_De_Cannes .,Francés,B2,No
159179,en,"por_ejemple , en Tokyo , es prohibido fumar en la calle , excepte en",Francés,B2,Yes
561991,puerta,"Creo que si cerramos la puerta de los edificios publicos que sean de fiesta o no , vamos a marginalizar este parte de la población .",Francés,B2,No
641626,cerebro,Y no hablo de fumar droguas porque es mucho más peor con los efectos en el cerebro .,Francés,B2,No
6313,",","Actualmente estoy estudiante en segundo año de Idiomas Extranjeras Aplicadas en la Universidad_de_Sevilla , y quiero especificar me en los países de Latino_América .",Francés,B2,Yes
411238,electrónicos,"Actualmente se desarrollen nuevos tipos de cigarros , como los cigarros electrónicos que están invadiendo nuestras vidas .",Francés,B2,No
206016,me,"Estoy alergica a el olor de los cigarillos , y además , me parece que una mujer fumando no esta muy feminina .",Francés,B2,unsure 
426469,español,"Desde hace 4 años estoy aprendiendo español , el segundo idioma que estudio como había sido criado en un hogar bilingüe francés / neerlandés .",Francés,B2,No
259015,que,Deje de fumar porque el médico me habia dicho que estaba mejor para el bebe y prohibe a fumar a mi marido en casa .,Francés,B2,Yes
355471,Asimismo,"Asimismo , es responsable de otras enfermedades .",Francés,B2,No
173611,la,Mi opinión es que esa prohibición me parece necesaria para la salud de todos .,Francés,B2,No
336634,-,- Que son las condiciones para ser admitido ?,Francés,B2,No
267236,que,"Próhibo fumar en lugares públicos , es para mí una victoria para los que no fuman .",Francés,B2,No
260348,que,"Si fuera yo deputado , propondría hacer una vuelta en cuenta a las normas y promulgar una ley que permitiera respetar tan a los que no fuman que a los que fuman .",Francés,B2,No
64435,",","También , si es posible , de informar me comó function vuestra organización , y , la formación de los profesores y el programa de cada curso : sujetos , horarios",Francés,B2,No
220897,mucho,"Mis intereses académicos son varios : A mi me gusta mucho la literatura de el siglo 16 o 17 , y me interesa mucho tambien la historia latinoamerica .",Francés,B2,No
327484,y,Soy una ex - fumadora y puede ser que no sea objectiva .,Francés,B2,No
468246,historia,"En primer y en segundo año de lenguas extranjeras applicadad estudio la historia y la litteratura Latinoamericana , que es muy diversa y rica .",Francés,B2,No
384114,conditiones,"¿ En estes conditiones , sería posible obtener una beca para los extranjeros ?",Francés,B2,No
458912,hacen,Los ingredientes que los cigarillos incluyen hoy_día hacen que es muy díficil dejar de fumar .,Francés,B2,No
316179,y,También el objetivo principal de estos cigarros electrónicos era ayudar a los fumadores y fumadoras reducir el cigarro y así ayudar los a para totalmente de fumar .,Francés,B2,No
303892,y,Los goviernos autorizan fumar y vender cigaros porque es algo que trae dineros con las tasas .,Francés,B2,No
293941,un,"Visto todo desarrolado arriba no es un cuento chino decir que fumar mata , y por eso que se deja de fumar .",Francés,B2,No
444796,fueron,En mi opinión estas méritos académicos fueron influido por mis cualidades personales .,Inglés,B2,Yes
267651,que,"Este efecto puede causar problemas de el salud muy graves , y las personas que están afectado por esto no tienen la libertad de evitar lo .",Inglés,B2,No
71951,",","Entonces , en mí opiníon , está bueno que fumar en lugares públicos está prohibido para fromentar el bíen estar de todos .",Inglés,B2,Yes
138978,el,Sé la importancía de Español en los Estados_Unidos y ojála usar mis experiencias en su programa para el beneficio de la sociedad y la gente que necesita una persona que se entiende .,Inglés,B2,No ser/estar
514933,más,Sus saludes no son dentrimentales porque sus dietas son más buenas que los estados_unidos y por eso sus saludes no son más efectados que las personas estaunidenses .,Inglés,B2,Yes
344709,agradable,Estoy muy agradable por su tiempo y ojalá voy a oír le pronto .,Inglés,B2,No
593830,sus,"En el pasado , nadie sabe sobre los problemas que fumar poder en su vida como cancer , complicaciones de sus repiradores y la addición , pero ahora estas problemas son muy prevalente y un conocimiento común .",Inglés,B2,No
620308,unos,"Estoy segura que quiero ser una estudiante de este programa , pero todavía tengo unas preguntas sobre unos aspectos específicos .",Inglés,B2,No
177008,la,Sería muy interesante si puedo investigar la formación de el gobierno en México después_de la salida de España o la guerra contra drogas que está destruyendo mucho de las áreas rurales o matando mucha gente inocente .,Inglés,B2,No
217299,mis,"Siempre soy muy seria sobre mi educación , y esto es evidente en mis notas .",Inglés,B2,No
333141,¿,"También , ¿ qué cosas están buscando por en los estudiantes que asisten en su programa ?",Inglés,B2,No
190050,las,"Sin_embargo , lo que es más importante es el impacto en las personas alredador .",Inglés,B2,No
46022,.,Los hechos de el argumento son que no todos quieren fumar y el fumo se pone por todos lados .,Inglés,B2,No
207659,me,Estimado Señor : me llamo Mary_McCloskey y soy de Irlanda_del_Norte .,Inglés,B2,No
493053,lugares,La discusión sobre leyes sobre fumando en lugares públicos son animados .,Inglés,B2,No
321471,y,"Mis estudios favoritos ( y también los mas importantes ) han sido sobre la literatura cubana de el crímen , y mi tésis se trataba de las obras maestras de Leonardo_Padura_Fuentes .",Inglés,B2,No
546678,personas,"Cuando fumar es inconveniente como en paises donde fumar en lugares públicos no está permitido , menos personas siguen fumar .",Inglés,B2,No
556900,programa,¿ Cuanto tiempo dúra el programa y cuales son las condiciones de admisión ?,Inglés,B2,No
483092,libertad,Una punto de un dicusion típica con esta tema es que las personas pueden tener la libertad a hacer lo que quieren .,Inglés,B2,No
183900,la,"En conclusión , fumar en lugares públicos no es una buena idea para la salud de los que fuman , la salud de otras personas en el público y no es respetuoso para la gente con los niños .",Inglés,B2,No
530553,oportunidad,Estoy buscando un programa que perdura un año completo ( o aún más tiempo ) para tener la oportunidad más amplió hacer mi investigación y también para entregar me completamente en la cultura y el idioma .,Inglés,B2,No
69711,",","Ahora , mi deseo es continuar mis estudios en un programa de postgrado .",Inglés,B2,No
520564,niños,"Es difícil creer , pero cuando mis padres eran niños , puede fumar en los aviones .",Inglés,B2,No
128799,de,¿ Que son algunos de los condiciones de admisión y que es la duración de el programa ?,Inglés,B2,No
215566,mi,"He estado estudiando espanol por casi seis anos y creo que para avanzar mi comprension y conocimiento de la lengua , tengo vivir en un pais hispanohablante por un rato .",Inglés,B2,No
23543,.,Fumar en público es una de las cosas más peligrosas qué exísten en una ciudad .,Inglés,B2,No
619965,uno,"Ahora imagina que en_vez_de un fuego estacionario que puedes evitar , ahora es uno portátil que puede seguir te a cualquier destinación .",Inglés,B2,No
48742,.,Es algo muy desagradable .,Inglés,B2,No
290730,un,Es un question deficil para me .,Inglés,B2,No
574516,salud,"Sin_embargo , si toma en cuento los datos sobre el impacto de cigarillos en la salud de un sociedad , es obvio que debe ser illegal .",Inglés,B2,No
557623,prohibición,Proyectos de ley se han creado en case todos los estados brasileños con la prohibición de fumar en lugares públicos .,Portugués,B2,No ser/estar
527951,o,"El cigarillo puede ser calmante , cuando está nervioso , o algo que utiliza como herramienta para manter se delgada o con el mismo peso .",Portugués,B2,No
80402,",","Me lhamo Patricia , soy contadora , brasileña , con treinta anõs de trabajo en mí país .",Portugués,B2,No
16715,.,Puedo añadir les que soy muy responsable com mis compromisos académicos .,Portugués,B2,No
642515,DELE,"En este momento estoy estudiando en el Instituto_Cervantes_de_Porto_Alegre , para perfeccionar mi castellano y hacer la prueba de DELE en la próxima convocatoria .",Portugués,B2,No
189281,las,"Además de las discusiones , fueron creadas leyes para limitar las actividades de los fumantes en lugares públicos .",Portugués,B2,No
77358,",","Mis interesses acadêmicos están centrados en la Historia de la lengua y de la literatura española , ya_que es muy rica y llena de ejemplos maravillosos para quien quiera desarollar sus estudios especificamente en este campo .",Portugués,B2,No
527458,o,"¿ El contenido es dividido en materias mensales , semestrales o anuales ?",Portugués,B2,Yes
591042,solo,"Por eso , actualmente , en casí todos los países hay leyes para que sea permitido fumar solo en lugares públicos abiertos .",Portugués,B2,Yes
491737,lugar,Allá es prohibido fumar en cualquier lugar donde haya gente trabajando .,Portugués,B2,Yes
472207,importante,Es muy importante también que yo sea informada las condiciones de admisión a vuestra instituición .,Portugués,B2,No
645444,identidad,"Furean iniciativas importantes , pues mucha gente empieza a fumar en la adolescencia , periodo de busca de identidad y contestación - el tabaco es utilizado para eso con frecuencia .",Portugués,B2,No
76177,",","Creo que el gran problema que hay hoy_en_día es que no hay una zona restrita para eso , muchas vezes fumadores y no fumadores estan en el mismo espacio público .",Portugués,B2,No
187480,la,"observe tambíen que juegan los restos en la calle , no tienen persepcíon de que isto suya los ríos y la agua que es potable , sin contar que es un atitud muy fea , malo ejemplo y mal educado .",Portugués,B2,No
403088,discusión,Soy en_contra fumar en lugares públicos y apoyo la discusión racional de el tema y por la lucha de el cambio cultural .,Portugués,B2,Yes
454089,gusto,Estoy estudiando lengua española hace 2 años y tengo mucho gusto por la lengua y literatura española .,Portugués,B2,No
401931,dijo,"Les dijo , no es confortable .",Portugués,B2,No
70504,",","Tengo admiración y mucho interés en conocer más sobre la lengua española , pues la influencia de ella en la lengua portuguesa , y en_consecuencia en la cultura brasileña , es fortísima .",Portugués,B2,No
137953,el,"Soy periodista brasileño , vivo en Porto_Alegre , en la província de el Río_Grande_del_Sur .",Portugués,B2,No
447484,fumar,"Los fumódromos como el proprio nombre hace notar , son lugares especialmente planeados para los fumantes , de_manera_que puedan fumar tranquilamente sin molestar a nadie , ni preocupar se en perjudicar la salud de terceros .",Portugués,B2,No
227929,más,"Lo más importante no es el humo , pero las prohibiciones .",Portugués,B2,No
228367,más,"Ya_que habito en una ciudad ubicada lejos de la Universidad , para mí será muy útil saber más sobre otros servicios que la Universidad pueda ofertar .",Portugués,B2,No
30154,.,Es importante el precio así_como posibilidad de becas .,Portugués,B2,No
597377,también,Yo soy estudiante de el Instituto_Cervantes situado en Recife - Brasil - también estudio Letras en la Universidad_Federal_de_Pernambuco y estoy terminando mi curso en el fin de el año .,Portugués,B2,No
89999,a,"Hay muchas formas para cambiar nos una cultura , todavía seguramente que a promulgación de leyes prohibitivas es la peor .",Portugués,B2,No
393151,curso,"Mi trabajo , a el final de el curso de graduación , será exatamente sobre este tema y tengo ganas de continuar durante la maestría .",Portugués,B2,No
642760,dinámica,"Soy una persona dinámica , dispuesta a nuevos desafíos , discreta y que gusta trabajar en equipo .",Portugués,B2,No
13823,.,"Yo soy Lúcia_Falcão_Barbosa , profesora de la Universidad_Federal_Rural_de_Pernambuco .",Portugués,B2,No
255229,que,"Además , no fuma solamente la persona que a el le gusta el cigarillo , pero también todos aquellos que están cerca y , tal_vez , sea algo que les molesten .",Portugués,B2,No
371545,carreras,"Adelante , todas estas carreras son un medio para atingir mi sueño profisional que es ser Traductora .",Portugués,B2,No
449899,gente,"Es evidente que no sea correcto dejar la situación como era antes , hace unas décadas , cuando la gente podía fumar donde se le ocurriera .",Ruso,B2,Yes
428849,esta,Pero en Rusia hay poco libros e información sobre esta era .,Ruso,B2,No
490804,los,Busco la manera de hacer que dejen de fumar y trato de convencer los que es inútil .,Ruso,B2,No
561442,puedo,"Hablando de mis méritos , quería mencionar que soy muy trabajadora , puedo concentrar y poner toda mi atención en lo que estudio .",Ruso,B2,No
157817,en,"Así me surge la pregunta , porque ellos están en calle a la vista fumando ?",Ruso,B2,No
241903,para,Por este medio le envio mi carta para que sea tomado en cuenta en sus puestos disponibles .,Ruso,B2,No
396046,dejar,"Por_ejemplo , si tu amigo fuma , tu estás capaz de dar le su apoyo , ayudar le dejar de fumar .",Ruso,B2,Yes
275619,soy,En_cuánto_a mi formación soy licenciado por la Universidad_Técnica .,Ruso,B2,No
25183,.,"En la sociedad moderna toda gente entiende que fumar es mal por la salud , pero aun asi fuman mucho .",Ruso,B2,No
75414,",","Desgraciadamente , yo no sé sistemas de educación en países latinoamericanos .",Ruso,B2,No
47672,.,"Habitualmente , las personas que sufren alguna enfermedad guardan cama en su casa o están en reposo en algún hospital .",Ruso,B2,No
393192,curso,"Como trabajo de profesora de lenguas extranjeras y también doy clases adicionales de literatura , soy especialmente interesada en este curso y me gustaría mucho realizar lo en un país hispanohablante .",Ruso,B2,Yes
247535,por,"En_cuanto_a mí , yo estoy en_contra_de fumar en lugares públicos por muchos razónes .",Ruso,B2,No
291858,un,La cosa es que quieria hacer me un interprete toda mi vida y por_supuesto sonhaba con estudiar exactamente espanhol .,Ruso,B2,No
172766,la,"En_cuanto_a mis méritos académicos , gradué de la Universidad con honores y soy muy orgullosa de esto .",Ruso,B2,Yes
255808,que,"Me gustaría solicitar admisión en el programa porque estoy muy interesada en la lengua española , también en todo lo que está relacionado con la cultura española y latinoamericana y sobre_todo me interesa la literatura española .",Ruso,B2,No
555131,principal,Este es la razón principal de mi solicitud estudiar en su universidad .,Ruso,B2,No
340565,A,A el final estoy segura que podemos vivir sin cigarrillos y no perjudicar nuestra salud .,Ruso,B2,No
435119,estructura,Otra pregunta muy importante es la estructura organizativa .,Ruso,B2,No
274843,son,"Querría saber momentos de el estudio , en_particular cuanto tiempo dura el programa y cuales son los condiciones de admisión , también es importante saber el precio y si se puede pagar por las partes .",Ruso,B2,No
507932,muchas,"Es la causa de muchas enfermedades resperatorias , cardiovasculares , oncologicas .",Ruso,B2,No
434998,Estoy,Estoy lista a trabajar diligentemente .,Ruso,B2,No
552136,posible,"Soy estudiante diligente y trabajadora , intento hacer todo lo posible para brillar y tener éxito .",Ruso,B2,No
223035,muy,"Para mi esta tema es muy interesante , porque ahora el promación es el grande parte de nuestra vida .",Ruso,B2,No
495791,malo,En realidad pienso que fumar es malo en_general .,Ruso,B2,No
492922,lugares,"En conclusión , es idespensable decir que la prohibición de fumar en lugares públicos es acertada y necesaria .",Ruso,B2,No
234072,no,Hoy_en_día la cuestión es fumar o no fumar en lugares públicos .,Ruso,B2,No
135930,el,"Tengo una hija violinista y dos hijos , el mayor es ingeniero , y menor es el gionista .",Ruso,B2,No
344000,admisión,¿ Cuales son condiciones de admisión ?,Ruso,B2,No
109618,de,"Mis interesos académicos son el estudio de la lengua española , el conocimiento con la cultura , tradiciones y mentalidad de la gente española y me parece que la literatura es lo que puede ayudar me lograr todo esto .",Ruso,B2,No
6562,",","Yo he aceptado vuestra oferta porque pensaba que son muy serios en vuestro servicio y comportamiento , pero lástima , me he equivocado en ustedes , esto entra en la estafa y yo no tengo porque aceptar estas medidas",Árabe,C1,No
528743,obligada,Soy muy descontenta y me veria obligada a dejar los servicios de usted .,Árabe,C1,Yes
504045,mirando,"Azarias acompañó a Ivan para la caza , pero mientras_que Ivan estaba mirando en el cielo los pajaros Azarias le colgo con una cuerda en el árbol , le mató .",Árabe,C1,No
257588,que,De verdad yo no se como podeis hacer nos pasar por esto con lo facil que es informar nos de el corte un dia antes .,Árabe,C1,No
321989,y,La liña de el teléfono estaba equivocada todo el tiempo y no podia connectar con ellos .,Árabe,C1,No
355763,así_como,"Su madre , trabaja en traducciones y en una tienda de ropa para poder dar de comer a su hijo así_como a su marido que no existía para todo lo que estaba fuera_de su casa .",Árabe,C1,No
246255,pero,El protagonista fue un doctor que estaba haciendo tratamientos a los ratones sobre el cancer pero a estos ratones no los va bien el clima por eso mueren por el frio .,Árabe,C1,No
479158,La,La corupción fue en todod lado y tambien la pobreza .,Árabe,C1,Yes
231360,no,Nosotros los adolescentes necesitamos que los adoltos nos apoyen y ayuden pero que no sean muy severos .,Árabe,C1,No
144858,el,Todos los vecinos estaban muy enfadados porque el gallo no dejaba de gritar todas las mañanas .,Árabe,C1,No
379297,comida,También se encuntraba con una mujer en la calle cuando estaba llevando la comida .,Árabe,C1,No
106022,de,"Los ambos protagonistas son muy famosos en el mundo cinematografico , han tenido papeles muy importantes , de diferentes temas , cuyos papeles tuvieron mucho exito .",Árabe,C1,No
7478,",","Fue una situación inesperada por su parte , porque no es posible que enagñen a sus clientes respecto_a su fama buena .",Árabe,C1,No
614429,trata,"Regresando a el tema de la película de  Los_Girasoles_Ciegos  , es una película que trata de la vida cotidiana de una familia española durante la posguerra o mejor dicho durante la época franquista .",Árabe,C1,No
232829,no,Realmente me molesta mucho el hecho de que la agencia no esté a la altura y me dá rabia el trato que estoy recibiendo dia a dia .,Árabe,C1,No
429326,esta,Por eso sería recomendable que la gente viera esta película porque es muy interesante por la buena proyección de la realidad de de la gente egoista y deshonrada .,Árabe,C1,No
107411,de,"17_Again ( 17_otra_vez ) es una película de el actor Zak_Efron , y de el director Mathew_Low .",Árabe,C1,No
64868,",","Y como su espíritu todavía está en la casa , su maldición sigue afectando a las personas en la que residen .",Árabe,C1,No
523306,nos,La cosa que me ponía nerviosa era que habia cortes de electricidad 5 veces a un mes sin infomar nos antes ni pedir pardon despues o dar rasones de el corte .,Árabe,C1,No
31490,.,"Pues simplemente , la chica que me atendió por teléfono no estaba bien informada de su trabajo .",Árabe,C1,No
431521,estas,El procedimiento adoptado por estas mujeres fue la huelgua de el sexo .,Árabe,C1,No
280230,su,El nombre de su director es josé_Mirandes .,Árabe,C1,No
317686,y,"La pelicula fue genial de todos aspectos emepzando con el téma , la fotografía , la música y los personajes .",Árabe,C1,No
174137,la,George6 es el padre de la reina Elizabeth .,Árabe,C1,No
124525,de,"Sus actores que juegan el papel de los protagonisats importantes son , Rose_Howard , Michel_Warn y Eva_Charles .",Árabe,C1,No
158607,en,También en la oficina de la electricidad no podian ayudar me porque todas las ordenes fueron de su compaña .,Árabe,C1,No
582960,servicio,Soy Juan_Mata Les escribo para quejar me de el estado malo de su servicio .,Árabe,C1,No
199294,los,"Silvster_Stalon , en esta película aparece como el de siempre , su nombre es  Jhonn  , como en los anteriores películas de  Rambo  con un carácter violento , matador , ... pero siempre en_busca_de el bien .",Árabe,C1,No
649146,sinceramente,Siempre les quería dar oportunidad hasta que me acabó la paciencia . sinceramente me siento engañado y y eso para es algo tan amargo que no lo soporto para que sepan ustedes .,Árabe,C1,No
25144,.,su respuesta urgente es muy agradesca . .,Árabe,C1,No
299573,una,La protagonista es una mujer Miss_Sloane que está tranbajando como una,Chino mandarín,C1,No
589098,sobre,"Es sobre un hombre de otra planta en universo viene ,",Chino mandarín,C1,No
136445,el,El Jefe de Miss_Sloane es el actor de el informatico,Chino mandarín,C1,No
237043,para,Su objeto es mantar el mitad de el humano para equibiliar la sistema natural .,Chino mandarín,C1,No
430066,estaba,Pero la misma actriz también estaba en,Chino mandarín,C1,No
482908,ley,"Ella empiezó un proyecto muy unpopular entre los politicos reservados , que el gol es pasar una ley en congresos para controlar las maneras de comprar pistolas .",Chino mandarín,C1,No
324932,y,"A el final , de la película , la jerarquía militar no puede aceptar que soldados no combaten y todos son castigados .",Francés,C1,No
293811,un,La acusación fue basad en el descubrimiento de un,Francés,C1,unsure 
404835,Dos,"Dos son casadas y la joven estudia musica , el piano , en Marseille .",Francés,C1,unsure 
643054,ejército,"Por suerte , Picard está nominado jefe de los servicios secretos de el ejército en_lugar_de un coronel y puede observar los métodos arcaicos y mal honestos de estos servicios .",Francés,C1,No
7142,",","El guión de la película es muy bueno , describe la vida en estas zonas donde el paro es importante , los traficos y los traficantes están los jefes y los jovenes trabajan por estos hombres .",Francés,C1,Yes
260190,que,"Sin más detenimiento me despido , rogándo le una respuesta rápida para confirmar me que el trámite de mi baja está en marcha .",Francés,C1,No
