Ser,Estar,rigth sentence,original verb
"esta entrevista, realizada por la red de herman@s y cuñad@s de plena inclusión, es un avance del voces que se publicará el próximo martes, 12 de enero","esta entrevista, realizada por la red de herman@s y cuñad@s de plena inclusión, está un avance del voces que se publicará el próximo martes, 12 de enero",['Ser'],ser
yoanna es ilustradora y pensó hace algún tiempo en plasmar el día a día con su hermano en un cómic,yoanna está ilustradora y pensó hace algún tiempo en plasmar el día a día con su hermano en un cómic,['Ser'],ser
mi relación con él es bastante maternal quizá por ese motivo,mi relación con él está bastante maternal quizá por ese motivo,['Ser'],ser
pero también es divertida,pero también está divertida,[Both],ser
"su perspectiva de las cosas, su ritmo pausado, su incondicional cariño y sonrisa permanente es una suerte y podemos sentirnos afortunados de que eligiera nuestro hogar para venir al mundo","su perspectiva de las cosas, su ritmo pausado, su incondicional cariño y sonrisa permanente está una suerte y podemos sentirnos afortunados de que eligiera nuestro hogar para venir al mundo",['Ser'],ser
 cómo surge la idea? soy ilustradora y me encanta dibujar, cómo surge la idea ? estoy ilustradora y me encanta dibujar,['Ser'],ser
nuestro hermano es una parte enorme en nuestra vida y nuestro corazón,nuestro hermano está una parte enorme en nuestra vida y nuestro corazón,['Ser'],ser
es inevitable querer plasmarlo un poco de todo eso cuando tratas de expresar con arte tus sentimientos,está inevitable querer plasmarlo un poco de todo eso cuando tratas de expresar con arte tus sentimientos,['Ser'],ser
" qué dificultades tuviste para plasmar la historia? con el personaje de lucas tenía que reflejar en sus rasgos los comunes en el síndrome de down pero son sutiles, dediqué mucho tiempo a encontrar la manera de hacerlo"," qué dificultades tuviste para plasmar la historia ? con el personaje de lucas tenía que reflejar en sus rasgos los comunes en el síndrome de down pero están sutiles, dediqué mucho tiempo a encontrar la manera de hacerlo",['Ser'],ser
"era lo más importante para mí, poder plasmarlo en ilustraciones","estaba lo más importante para mí, poder plasmarlo en ilustraciones",['Ser'],ser
"pero si estos dibujos pueden llegar a más personas, será un placer compartirlo","pero si estos dibujos pueden llegar a más personas, estará un placer compartirlo",['Ser'],ser
"en cualquier caso, sería algo estupendo que a otros también les sirva","en cualquier caso, estaría algo estupendo que a otros también les sirva",[Both],ser
la duración es de 30 horas lectivas,la duración está de 30 horas lectivas,['Ser'],ser
para el 2020 se fija la meta de reducir considerablemente la proporción de jóvenes que no sean empleados y no cursan estudios ni reciben capacitación,para el 2020 se fija la meta de reducir considerablemente la proporción de jóvenes que no estén empleados y no cursan estudios ni reciben capacitación,['Estar'],estar
durante el encuentro se es hablando sobre estos retos,durante el encuentro se está hablando sobre estos retos,['Estar'],estar
"españa ratificó en 2008 esta convención y, al tratarse de un tratado internacional, es obligada a cumplirla y considerarla en su legislación como de mayor rango que las leyes estatales y autonómicas","españa ratificó en 2008 esta convención y, al tratarse de un tratado internacional, está obligada a cumplirla y considerarla en su legislación como de mayor rango que las leyes estatales y autonómicas",['Estar'],estar
"esta iniciativa, en la que participan organizaciones sociales de 8 países comunitarios, es promovida y financiada por la unión europea","esta iniciativa, en la que participan organizaciones sociales de 8 países comunitarios, está promovida y financiada por la unión europea",[Both],estar
"para ello, el movimiento asociativo plena inclusión es difundiendo un cuestionario para que las personas con dificultades de comprensión valoren si votar les ha resultado fácil o difícil, qué apoyos han recibido y qué apoyos les hubiera gustado recibir","para ello, el movimiento asociativo plena inclusión está difundiendo un cuestionario para que las personas con dificultades de comprensión valoren si votar les ha resultado fácil o difícil, qué apoyos han recibido y qué apoyos les hubiera gustado recibir",['Estar'],estar
"pero también es pensada para las personas mayores, niños y niñas, personas que vienen por primera vez a un país para aprender un idioma y para todo el público en general","pero también está pensada para las personas mayores, niños y niñas, personas que vienen por primera vez a un país para aprender un idioma y para todo el público en general",['Estar'],estar
"es demostrado que las personas se leen antes un texto en la lectura fácil que uno en lectura difícil : pasa, por ejemplo, con los programas electorales, la lectura fácil, la constitucion, ect","está demostrado que las personas se leen antes un texto en la lectura fácil que uno en lectura difícil: pasa, por ejemplo, con los programas electorales, la lectura fácil, la constitucion, ect",['Estar'],estar
"bajo el lema “ mil millones de voces ”, esta edición pretende visibilizar cómo la covid-19 es afectando la educación de más de mil millones de personas y agravando la actual crisis mundial de financiación de la educación","bajo el lema “mil millones de voces”, esta edición pretende visibilizar cómo la covid-19 está afectando la educación de más de mil millones de personas y agravando la actual crisis mundial de financiación de la educación",['Estar'],estar
"kasia tusiewicz, coordinadora de la campaña mundial por la educación en españa, advierte que “ somos ante la crisis educativa más urgente de todos los tiempos","kasia tusiewicz, coordinadora de la campaña mundial por la educación en españa, advierte que “estamos ante la crisis educativa más urgente de todos los tiempos",['Estar'],estar
"no somos ante un gasto, sino ante la oportunidad de invertir en la mejor herramienta para que nadie se quede atrás frente a la covid-19 ”","no estamos ante un gasto, sino ante la oportunidad de invertir en la mejor herramienta para que nadie se quede atrás frente a la covid-19”",['Estar'],estar
"durante la crisis, los centros de desarrollo infantil y atención temprana son adaptando su trabajo para atender a través de herramientas tecnológicas a niñas y niños con discapacidad intelectual o del desarrollo y sus familias","durante la crisis, los centros de desarrollo infantil y atención temprana están adaptando su trabajo para atender a través de herramientas tecnológicas a niñas y niños con discapacidad intelectual o del desarrollo y sus familias",['Estar'],estar
"desde las organizaciones que prestan servicios a estas personas en extremadura, como plena inclusión extremadura, se es trabajando de forma conjunta con la administración regional para dar pasos en estrategias de capacitación y formación del personal que ya forma parte de las redes de atención","desde las organizaciones que prestan servicios a estas personas en extremadura, como plena inclusión extremadura, se está trabajando de forma conjunta con la administración regional para dar pasos en estrategias de capacitación y formación del personal que ya forma parte de las redes de atención",['Estar'],estar
"por eso, se hace necesario en extremadura, como ya se es promoviendo en otras universidades españolas, un máster universitario que venga a complementar la formación necesaria que permita una adecuada atención a este colectivo","por eso, se hace necesario en extremadura, como ya se está promoviendo en otras universidades españolas, un máster universitario que venga a complementar la formación necesaria que permita una adecuada atención a este colectivo",['Estar'],estar
"gracias a las 6 ediciones anteriores ya hay un total de 138 personas formadas a nivel nacional, y especialmente en la región, que son poniendo en valor en sus prácticas profesionales, todo el conocimiento adquirido","gracias a las 6 ediciones anteriores ya hay un total de 138 personas formadas a nivel nacional, y especialmente en la región, que están poniendo en valor en sus prácticas profesionales, todo el conocimiento adquirido",['Estar'],estar
el plazo de preinscripción a este máster es abierto desde el 2 de mayo al 15 de septiembre de 2020,el plazo de preinscripción a este máster está abierto desde el 2 de mayo al 15 de septiembre de 2020,['Estar'],estar
soy en las tablas ( madrid ) pero me siento en noruega,estoy en las tablas (madrid) pero me siento en noruega,['Estar'],estar
"me cuenta que el centro también es abierto a otros proyectos sociales, artísticos y educativos","me cuenta que el centro también está abierto a otros proyectos sociales, artísticos y educativos",['Estar'],estar
en el tiempo que fui pude constatar la voluntad de entender y acompañar las necesidades de los 16 jóvenes participantes,en el tiempo que estuve pude constatar la voluntad de entender y acompañar las necesidades de los 16 jóvenes participantes,['Estar'],estar
"pero también es el de javi, que trabaja dos horas al día en una hamburguesería sacando bandejas","pero también está el de javi, que trabaja dos horas al día en una hamburguesería sacando bandejas",['Ser'],estar
marta es en un cole,marta está en un cole,['Estar'],estar
"la autora, àngels ponce explicaba que “ hemos hecho el libro desde puntos de vista diferentes, yo como profesional y miguel como padre ” y remarcaba también que “ la fundación mrw nos ha hecho un regalo siendo dispuesta altruistamente a la difusión de un libro para el bien de los demás ”","la autora, àngels ponce explicaba que “hemos hecho el libro desde puntos de vista diferentes, yo como profesional y miguel como padre” y remarcaba también que “la fundación mrw nos ha hecho un regalo estando dispuesta altruistamente a la difusión de un libro para el bien de los demás”",['Estar'],estar
"también, miguel gallardo, ilustrador de “ ¿ qué le pasa a tu hermano ? ” y padre de maría, aseguraba que “ el camino que ha hecho sara lo tendría que hacer la sociedad, aunque somos cambiando poco a poco la visión de la discapacidad","también, miguel gallardo, ilustrador de “¿qué le pasa a tu hermano?” y padre de maría, aseguraba que “el camino que ha hecho sara lo tendría que hacer la sociedad, aunque estamos cambiando poco a poco la visión de la discapacidad",['Estar'],estar
en esta ocasión será dedicada monográficamente a las implicaciones de la reforma del código civil,en esta ocasión estará dedicada monográficamente a las implicaciones de la reforma del código civil,['Estar'],estar
he sido en su cumpleaños y en su ‘ boda ’,he estado en su cumpleaños y en su ‘boda’,['Estar'],estar
hay quienes la critican duramente somos hablando del derecho a decidir,hay quienes la critican duramente estamos hablando del derecho a decidir,['Estar'],estar
y aquí somos,y aquí estamos,['Estar'],estar
"para ana, esta nueva responsabilidad supone "" la gran experiencia de representar a españa a nivel europeo, hablar en nombre de mis compañeros y explicar cómo somos en españa y poder ayudar a los demás paises ""","para ana, esta nueva responsabilidad supone ""la gran experiencia de representar a españa a nivel europeo, hablar en nombre de mis compañeros y explicar cómo estamos en españa y poder ayudar a los demás paises""",[Both],estar
"este proyecto es impulsado por las federaciones de plena inclusión en asturias, castilla-la mancha y región de murcia, con la colaboración de otras, como las de cataluña o extremadura","este proyecto está impulsado por las federaciones de plena inclusión en asturias, castilla-la mancha y región de murcia, con la colaboración de otras, como las de cataluña o extremadura",[Both],estar
"en el año 2009 alguien de mi asociación asprodes salamanca ( raquel y el equipo de apoyo a familias ), y también alguien de la federación de castilla y león, creyeron que este movimiento de familias se era olvidando de una parte importante de las mismas : los hermanos / as, cuñados / as, primos / as, sobrinos / as, tíos / as, amigos / as, del entorno","en el año 2009 alguien de mi asociación asprodes salamanca (raquel y el equipo de apoyo a familias), y también alguien de la federación de castilla y león, creyeron que este movimiento de familias se estaba olvidando de una parte importante de las mismas: los hermanos/as, cuñados/as, primos/as, sobrinos/as, tíos/as, amigos/as, del entorno",['Estar'],estar
"y por último son los órganos de decisión y las juntas directivas de las asociaciones, anquilosadas e inmovilistas en muchos casos","y por último están los órganos de decisión y las juntas directivas de las asociaciones, anquilosadas e inmovilistas en muchos casos",['Estar'],estar
"y en eso somos desde hace 11 años, logrando pequeñas “ victorias ” en nuestras asociaciones, federaciones y confederación","y en eso estamos desde hace 11 años, logrando pequeñas “victorias” en nuestras asociaciones, federaciones y confederación",['Estar'],estar
"por eso la plataforma va a trabajar para que estas personas participen activamente en ella, aunque todavía somos estudiando cómo hacerlo","por eso la plataforma va a trabajar para que estas personas participen activamente en ella, aunque todavía estamos estudiando cómo hacerlo",['Estar'],estar
me gustaría dirigirme a las juntas directivas : soy seguro de que vais a hacer todo lo posible para que esta red que hemos creado en toledo no se quede aquí y se expanda a vuestras federaciones,me gustaría dirigirme a las juntas directivas: estoy seguro de que vais a hacer todo lo posible para que esta red que hemos creado en toledo no se quede aquí y se expanda a vuestras federaciones,['Estar'],estar
"la vicepresidenta de plena inclusión destaca el interés que se es despertando en la sociedad española respecto a este ‘ derecho llave ’ ya que abre la puerta de otros muchos derechos como el empleo, la educación o la sanidad","la vicepresidenta de plena inclusión destaca el interés que se está despertando en la sociedad española respecto a este ‘derecho llave’ ya que abre la puerta de otros muchos derechos como el empleo, la educación o la sanidad",['Estar'],estar
en este pilotaje nos somos centrando en tecnologías relacionadas con el empleo,en este pilotaje nos estamos centrando en tecnologías relacionadas con el empleo,['Estar'],estar
la tecnología nos ha ayudado a ser conectados y a dar continuidad al trabajo seguir haciendo cosas y adaptarnos a la situación,la tecnología nos ha ayudado a estar conectados y a dar continuidad al trabajo seguir haciendo cosas y adaptarnos a la situación,['Estar'],estar
"así, se han organizado varios eventos online específicos sobre la desescalada y se son desplegando medidas del plan de desescalada, incluyendo la iniciativa construye comunidad y un análisis del impacto de la covid-19 en la vida de las personas con discapacidad intelectual, las familias, los profesionales y las entidades","así, se han organizado varios eventos online específicos sobre la desescalada y se están desplegando medidas del plan de desescalada, incluyendo la iniciativa construye comunidad y un análisis del impacto de la covid-19 en la vida de las personas con discapacidad intelectual, las familias, los profesionales y las entidades",['Estar'],estar
todas las personas pertenecientes a nuestra organización son invitadas a asistir,todas las personas pertenecientes a nuestra organización están invitadas a asistir,[Both],estar
"un proyecto europeo además de la formación, se son realizando itinerarios y apoyos que recibirán las personas con discapacidad participante y una investigación con 502 participantes cuyas conclusiones servirán para mejorar las prácticas de promoción de empleo entre las personas más vulnerables","un proyecto europeo además de la formación, se están realizando itinerarios y apoyos que recibirán las personas con discapacidad participante y una investigación con 502 participantes cuyas conclusiones servirán para mejorar las prácticas de promoción de empleo entre las personas más vulnerables",['Estar'],estar
"españa ratificó en 2008 esta convención y, al tratarse de un tratado internacional, es obligada a cumplirla y considerarla en su legislación como de mayor rango que las leyes estatales y autonómicas","españa ratificó en 2008 esta convención y, al tratarse de un tratado internacional, está obligada a cumplirla y considerarla en su legislación como de mayor rango que las leyes estatales y autonómicas",['Estar'],estar
"además, todas ellas son recopiladas en una publicación disponible en la web de plena inclusión la rioja en el siguiente enlace : https://bit","además, todas ellas están recopiladas en una publicación disponible en la web de plena inclusión la rioja en el siguiente enlace: https://bit",[Both],estar
"se trata del segundo proyecto de plena inclusión la rioja, financiado gracias a esta convocatoria, después de que el pasado año se editaran tres guías bajo el título ‘ si entiendo mejor, soy más seguro ’","se trata del segundo proyecto de plena inclusión la rioja, financiado gracias a esta convocatoria, después de que el pasado año se editaran tres guías bajo el título ‘si entiendo mejor, estoy más seguro’",['Estar'],estar
"en este número, cuya descarga es disponible de forma gratuita en la sección de publicaciones de esta web, podrás encontrar un reportaje sobre la implantación de la accesibilidad cognitiva en extremadura, un modelo para toda españa, puesto que allí la administración pública ha abierto la primera oficina para desarrollar este tipo de accesibilidad, denominada oacex","en este número, cuya descarga está disponible de forma gratuita en la sección de publicaciones de esta web, podrás encontrar un reportaje sobre la implantación de la accesibilidad cognitiva en extremadura, un modelo para toda españa, puesto que allí la administración pública ha abierto la primera oficina para desarrollar este tipo de accesibilidad, denominada oacex",['Estar'],estar
"como parte de esa exploración, recopilamos más información sobre el entorno para facilitar el aumento de la participación en él : qué espacios usa, cuáles les gustaría usar, con qué personas se relaciona, dónde desea ser y no consigue llegar","como parte de esa exploración, recopilamos más información sobre el entorno para facilitar el aumento de la participación en él: qué espacios usa, cuáles les gustaría usar, con qué personas se relaciona, dónde desea estar y no consigue llegar",['Estar'],estar
"desde mi punto de vista, si consideramos éxito solo conseguir trabajo, por un lado somos permitiéndonos una mirada reduccionista, y por otro lado posiblemente vamos a fallar en nuestra misión","desde mi punto de vista, si consideramos éxito solo conseguir trabajo, por un lado estamos permitiéndonos una mirada reduccionista, y por otro lado posiblemente vamos a fallar en nuestra misión",['Estar'],estar
el proyecto es impulsado por el ministerio de inclusión,el proyecto está impulsado por el ministerio de inclusión,['Estar'],estar
 el empuje de la autorrepresentación y el coliderazgo de miles de personas con discapacidad intelectual y del desarrollo fue muy presente en el encuentro online de trabajo que se celebró ayer jueves, el empuje de la autorrepresentación y el coliderazgo de miles de personas con discapacidad intelectual y del desarrollo estuvo muy presente en el encuentro online de trabajo que se celebró ayer jueves,['Estar'],estar
"encontrarse para defeder derechos “ sentimos la responsabilidad de representar a decenas de miles de personas con discapacidad intelectual y del desarrollo, y al hacerlo también sabemos somos luchando por nuestros propios derechos ”, recalcó maribel cáceres, líder de personas con discapacidad intelectual, miembros de la plataforma estatal y vicepresidenta de la junta directiva de plena inclusión españa","encontrarse para defeder derechos “sentimos la responsabilidad de representar a decenas de miles de personas con discapacidad intelectual y del desarrollo, y al hacerlo también sabemos estamos luchando por nuestros propios derechos”, recalcó maribel cáceres, líder de personas con discapacidad intelectual, miembros de la plataforma estatal y vicepresidenta de la junta directiva de plena inclusión españa",['Estar'],estar
"junto a santiago lópez y a maribel cáceres fueron maise balcells y pedro calderón, que ocupan sendas vicepresidencias de la confederación, así como las vocales carmen laucirica y cristina paredero ( también miembro de la plataforma )","junto a santiago lópez y a maribel cáceres estuvieron maise balcells y pedro calderón, que ocupan sendas vicepresidencias de la confederación, así como las vocales carmen laucirica y cristina paredero (también miembro de la plataforma)",['Ser'],estar
también fue una representación de la plataforma estatal que va a seguir activamente desarrollando en los próximos meses los objetivos de ‘ el poder de las personas ’,también estuvo una representación de la plataforma estatal que va a seguir activamente desarrollando en los próximos meses los objetivos de ‘el poder de las personas’,[Both],estar
" esta ley ha supuesto un gran avance en la autonomía, así como respecto a la decisión que toman estas personas sobre sus vidas ”, se dice en la carta, aunque se añade que la defensa de la plena ciudadanía de miles de personas que antes eran tuteladas, implica dotar a sus vidas de los apoyos necesarios"," esta ley ha supuesto un gran avance en la autonomía, así como respecto a la decisión que toman estas personas sobre sus vidas”, se dice en la carta, aunque se añade que la defensa de la plena ciudadanía de miles de personas que antes estaban tuteladas, implica dotar a sus vidas de los apoyos necesarios",[Both],estar
"esta cifra, que procede de fuentes del gobierno y que es actualizada en abril de este año, da una dimensión de la escasísima implantación que tiene la asistencia personal en nuestro país","esta cifra, que procede de fuentes del gobierno y que está actualizada en abril de este año, da una dimensión de la escasísima implantación que tiene la asistencia personal en nuestro país",[Both],estar
ahora me apoya con el libro de poesía y dibujos que soy haciendo sobre salamanca »,ahora me apoya con el libro de poesía y dibujos que estoy haciendo sobre salamanca»,['Estar'],estar
este breve artículo es dedicado a nuestros amigos españoles,este breve artículo está dedicado a nuestros amigos españoles,['Estar'],estar
los sistemas y las personas no soportan bien que se les diga que todo lo que hacen es mal,los sistemas y las personas no soportan bien que se les diga que todo lo que hacen está mal,['Estar'],estar
para abarcar las preguntas correctas debemos ser preparados para examinar la historia más larga de la institucionalización y las muchas formas más amplias que adopta en el mundo moderno,para abarcar las preguntas correctas debemos estar preparados para examinar la historia más larga de la institucionalización y las muchas formas más amplias que adopta en el mundo moderno,['Estar'],estar
esta coordinadora continental a la que pertenece plena inclusión españa es apoyando a la coalición de 118 ong ucranias que no han dejado de trabajar durante los 8 días que ya dura el conflicto armado,esta coordinadora continental a la que pertenece plena inclusión españa está apoyando a la coalición de 118 ong ucranias que no han dejado de trabajar durante los 8 días que ya dura el conflicto armado,['Estar'],estar
"acogida de personas refugiadas en una videoconferencia, celebrada esta semana y convocada por inclusion europe a la que asistió enrique galván, director de plena inclusión españa, representantes de organizaciones de la discapacidad de países limítrofes con ucrania como hungría o rumanía, informaron de que ya se es produciendo la acogida de familias de personas con discapacidad intelectual","acogida de personas refugiadas en una videoconferencia, celebrada esta semana y convocada por inclusion europe a la que asistió enrique galván, director de plena inclusión españa, representantes de organizaciones de la discapacidad de países limítrofes con ucrania como hungría o rumanía, informaron de que ya se está produciendo la acogida de familias de personas con discapacidad intelectual",['Estar'],estar
"desde otras plataformas europeas de apoyo a las personas con discapacidad como easpd se es haciendo incidencia política ante organismos como la ue, la onu o la oms para sensibilizar sobre la situación de extrema necesidad en la que se encuentra gran parte de la población con discapacidad intelectual y del desarrollo","desde otras plataformas europeas de apoyo a las personas con discapacidad como easpd se está haciendo incidencia política ante organismos como la ue, la onu o la oms para sensibilizar sobre la situación de extrema necesidad en la que se encuentra gran parte de la población con discapacidad intelectual y del desarrollo",['Estar'],estar
"la portada del voces de este mes, que se publicará el próximo 24 de junio, es dedicada a las iniciativas ciudadanas que han reaccionado ante la crisis del covid19 uniéndose a otros vecinos y vecinas de su barrio o de su pueblo","la portada del voces de este mes, que se publicará el próximo 24 de junio, está dedicada a las iniciativas ciudadanas que han reaccionado ante la crisis del covid19 uniéndose a otros vecinos y vecinas de su barrio o de su pueblo",['Estar'],estar
"para 2024, plena inclusión españa ha preparado un programa de eventos conmemorativos en el que destacan : concierto ‘ lo imposible se hará ’, con la participación de 20 músicos con discapacidad intelectual y del desarrollo de 14 comunidades autónomas, que serán acompañados por una orquesta de cámara","para 2024, plena inclusión españa ha preparado un programa de eventos conmemorativos en el que destacan: concierto ‘lo imposible se hará’, con la participación de 20 músicos con discapacidad intelectual y del desarrollo de 14 comunidades autónomas, que estarán acompañados por una orquesta de cámara",[Both],estar
"este foro es organizado por aedis, plena inclusión cantabria y plena inclusión españa","este foro está organizado por aedis, plena inclusión cantabria y plena inclusión españa",[Both],estar
el periodo de inscripción será abierto hasta 11 de febrero de 2020 y se puede realizar a través del siguiente enlace : https://formacionpermanente,el periodo de inscripción estará abierto hasta 11 de febrero de 2020 y se puede realizar a través del siguiente enlace: https://formacionpermanente,['Estar'],estar
"la asesora jurídica y responsable de educación de plena inclusión, inés de araoz, ha grabado un video para la campaña # igualesperojuntos, mediante la cual esta organización es impulsando su "" posicionamiento por una educación inclusiva que no deje a nadie atrás ""","la asesora jurídica y responsable de educación de plena inclusión, inés de araoz, ha grabado un video para la campaña #igualesperojuntos, mediante la cual esta organización está impulsando su ""posicionamiento por una educación inclusiva que no deje a nadie atrás""",['Estar'],estar
"por ejemplo, se es excluyendo al alumnado cuando no se dota de recursos necesarios","por ejemplo, se está excluyendo al alumnado cuando no se dota de recursos necesarios",['Estar'],estar
"de hecho, parece que el problema no existe y que es todo bien, cuando sabemos que existe y que necesitamos cambiar tanto la educación como la sociedad","de hecho, parece que el problema no existe y que está todo bien, cuando sabemos que existe y que necesitamos cambiar tanto la educación como la sociedad",['Estar'],estar
el movimiento asociativo de plena inclusión es recogiendo ideas para afrontar el futuro del trabajo con las personas con discapacidad intelectual y sus familias abierto a la diversidad y la reflexión compartida,el movimiento asociativo de plena inclusión está recogiendo ideas para afrontar el futuro del trabajo con las personas con discapacidad intelectual y sus familias abierto a la diversidad y la reflexión compartida,['Estar'],estar
"estas ideas se unirán a otras para conformar el citado plan estratégico que somos creando juntos y juntas desde la idea de vivir con ( confianza, control, conexiones y contribución )","estas ideas se unirán a otras para conformar el citado plan estratégico que estamos creando juntos y juntas desde la idea de vivir con (confianza, control, conexiones y contribución)",['Estar'],estar
"los días 8 y 9 de junio se es desarrollando en valladolid, el i congreso de desarrollo humano y organizacional ( dho ), impulsado desde la asociación para el desarrollo humano y organizacional ( adho ) y el departamento de sociología y trabajo social de la universidad de valladolid ( uva ), como un espacio de encuentro de profesionales del mundo de las organizaciones","los días 8 y 9 de junio se está desarrollando en valladolid, el i congreso de desarrollo humano y organizacional (dho), impulsado desde la asociación para el desarrollo humano y organizacional (adho) y el departamento de sociología y trabajo social de la universidad de valladolid (uva), como un espacio de encuentro de profesionales del mundo de las organizaciones",['Estar'],estar
" solicitamos un acuerdo del consejo territorial de servicios sociales y del saad que eleve los precios plaza y permita así a las entidades asumir el impacto que el contexto de crisis descrito es teniendo sobre ellas ”, se explica"," solicitamos un acuerdo del consejo territorial de servicios sociales y del saad que eleve los precios plaza y permita así a las entidades asumir el impacto que el contexto de crisis descrito está teniendo sobre ellas”, se explica",['Estar'],estar
" qué barbaridad ! – dicen algunos, echando, exaltados, espuma por la boca- ¡ bien es que hablemos de inclusión en chiquitito, pero eso de la plena inclusión, para nada ! ¡ habrase visto semejante soberbia ! ¡ faltaría más ! el mundo galdosiano de doña perfecta sigue enquistado en las mentes de algunas personas"," qué barbaridad! –dicen algunos, echando, exaltados, espuma por la boca- ¡bien está que hablemos de inclusión en chiquitito, pero eso de la plena inclusión, para nada! ¡habrase visto semejante soberbia! ¡faltaría más! el mundo galdosiano de doña perfecta sigue enquistado en las mentes de algunas personas",['Estar'],estar
transformación digital para la inclusión es financiado por los fondos europeos next generation y coordinado por el ministerio de derechos sociales,transformación digital para la inclusión está financiado por los fondos europeos next generation y coordinado por el ministerio de derechos sociales,[Both],estar
el proyecto transformación digital para la inclusión se enmarca en el plan de recuperación y resiliencia del gobierno de españa y es coordinado por el ministerio de derechos sociales y agenda 2030,el proyecto transformación digital para la inclusión se enmarca en el plan de recuperación y resiliencia del gobierno de españa y está coordinado por el ministerio de derechos sociales y agenda 2030,[Both],estar
plena inclusión es promoviendo un espacio de intercambio de experiencias sobre accesibilidad cognitiva en españa,plena inclusión está promoviendo un espacio de intercambio de experiencias sobre accesibilidad cognitiva en españa,['Estar'],estar
las experiencias de accesibilidad han recibido más de 100 comentarios y se son difundiendo además en redes sociales,las experiencias de accesibilidad han recibido más de 100 comentarios y se están difundiendo además en redes sociales,['Estar'],estar
se es animando en redes sociales a las entidades a difundir sus propias experiencias y otras que consideren valiosas,se está animando en redes sociales a las entidades a difundir sus propias experiencias y otras que consideren valiosas,['Estar'],estar
"durante los meses de febrero y marzo plena inclusión, con la colaboración de algunas de sus federaciones, es desarrollando diferentes encuentros de personas con discapacidad intelectual o del desarrollo con el fin de fomentar su reflexión conjunta sobre el futuro","durante los meses de febrero y marzo plena inclusión, con la colaboración de algunas de sus federaciones, está desarrollando diferentes encuentros de personas con discapacidad intelectual o del desarrollo con el fin de fomentar su reflexión conjunta sobre el futuro",['Estar'],estar
"la participación de roberto se enmarca dentro del esfuerzo que plena inclusión es haciendo por facilitar un papel activo de las personas con discapacidad intelectual o del desarrollo en su autorepresentación tanto en asuntos de su vida diaria, como en la sociedad y en sus propias organizaciones","la participación de roberto se enmarca dentro del esfuerzo que plena inclusión está haciendo por facilitar un papel activo de las personas con discapacidad intelectual o del desarrollo en su autorepresentación tanto en asuntos de su vida diaria, como en la sociedad y en sus propias organizaciones",['Estar'],estar
 personas que eran incapacitadas en españa, personas que estaban incapacitadas en españa,['Estar'],estar
dentro de este programa se son realizando itinerarios y apoyos que recibirán las personas con discapacidad participantes y una investigación con 502 personas cuyas conclusiones servirán para mejorar las prácticas de promoción de empleo entre los más vulnerables,dentro de este programa se están realizando itinerarios y apoyos que recibirán las personas con discapacidad participantes y una investigación con 502 personas cuyas conclusiones servirán para mejorar las prácticas de promoción de empleo entre los más vulnerables,['Estar'],estar
"entre los más destacados son los de ‘ empleo personalizado ’, ‘ mi casa","entre los más destacados están los de ‘empleo personalizado’, ‘mi casa",['Estar'],estar
"ya no sólo para las personas con discapacidad intelectual, y sus familias, sino para muchas personas que encuentran enormes dificultades en desarrollar sus proyectos de vida y que no son encontrando las respuestas que les gustaría en el actual sistema de bienestar ”","ya no sólo para las personas con discapacidad intelectual, y sus familias, sino para muchas personas que encuentran enormes dificultades en desarrollar sus proyectos de vida y que no están encontrando las respuestas que les gustaría en el actual sistema de bienestar”",['Estar'],estar
"boti rodrigo de la federación estatal de lesbianas, gays, bisexuales y transexuales, ha destacado la ilusión y pasión con la que plena inclusión hace las cosas y la leído las palabras de la nueva presidenta de felgtb, uge sangil, que no ha podido ser presente : “ enrique galván, director de plena inclusión ha querido resaltar cómo esta jornada evidencia que no podemos cambiar juntos, necesitamos de otras organizaciones, profesionales, de su experiencia, de su conocimiento","boti rodrigo de la federación estatal de lesbianas, gays, bisexuales y transexuales, ha destacado la ilusión y pasión con la que plena inclusión hace las cosas y la leído las palabras de la nueva presidenta de felgtb, uge sangil, que no ha podido estar presente: “ enrique galván, director de plena inclusión ha querido resaltar cómo esta jornada evidencia que no podemos cambiar juntos, necesitamos de otras organizaciones, profesionales, de su experiencia, de su conocimiento",['Estar'],estar
no debemos tener miedo a decir que es pendiente la revolución sexual de las personas con discapacidad intelectual y no hay cambios sin valentía ”,no debemos tener miedo a decir que está pendiente la revolución sexual de las personas con discapacidad intelectual y no hay cambios sin valentía”,['Estar'],estar
"la totalidad de plazas es reservada para personas con discapacidad intelectual con un grado de minusvalía igual o superior al 33% en la modalidad de cuota de reserva para estas personas, y corresponde a la oferta de empleo público de 2015 del gobierno andaluz","la totalidad de plazas está reservada para personas con discapacidad intelectual con un grado de minusvalía igual o superior al 33% en la modalidad de cuota de reserva para estas personas, y corresponde a la oferta de empleo público de 2015 del gobierno andaluz",['Estar'],estar
 ser en posesión o en condiciones de obtener el titulo de graduado en educación secundario obligatoria o cualquier titulación equivalente a la misma, estar en posesión o en condiciones de obtener el titulo de graduado en educación secundario obligatoria o cualquier titulación equivalente a la misma,['Estar'],estar
"somos hablando de servicios de personas y para personas, muchas de las cuales van a requerir estos servicios de por vida","estamos hablando de servicios de personas y para personas, muchas de las cuales van a requerir estos servicios de por vida",['Estar'],estar
